OP006_02,5123.0,4487.0
OP002,3023.0,2842.0
OP004,6227.0,8827.0
OP005_01,5153.0,4544.0
OP003,1318.0,2842.0
OP006_04,5123.0,4487.0
OP001,1300.0,2824.0
OP009_01,1705.0,3831.0
OP006_01,5123.0,4487.0
OP005_02,2323.0,4544.0
OP004_01,2218.0,4396.0
OP005,6227.0,8827.0
OP006,6227.0,8827.0
OP008,2293.0,4487.0
OP006_03,5123.0,4487.0
OP007,5123.0,4487.0
OP011,8986.0,4130.0
OP010,2830.0,4130.0
OP009,4010.0,3831.0
